agegrp,density_c,examyear_cat,riskBCSC_v2_5y_cat,resinit_c,resfnl_c,resfnl_c3,cancscrfu1yr_c,dcisscrfu1yr_c,invscrfu1yr_c,stage_advanced,count
60-69,d,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,d,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,d,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
60-69,d,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
60-69,d,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,d,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,d,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,6
60-69,d,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,d,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
60-69,d,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,7
60-69,d,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,d,2009-2010,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
60-69,d,2013-2014,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
60-69,d,2015-2017,>=4.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,unknown,2005-2008,unknown,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4746
70-74,unknown,2009-2010,unknown,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,2992
70-74,unknown,2011-2012,unknown,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3930
70-74,unknown,2013-2014,unknown,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1890
70-74,unknown,2015-2017,unknown,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,457
70-74,unknown,2005-2008,unknown,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,unknown,2009-2010,unknown,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,unknown,2011-2012,unknown,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,unknown,2009-2010,unknown,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,unknown,2011-2012,unknown,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,unknown,2009-2010,unknown,0: Negative,0: Negative,0: Negative,1: Yes,1: Yes,0: No,0: No,1
70-74,unknown,2005-2008,unknown,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,152
70-74,unknown,2009-2010,unknown,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,123
70-74,unknown,2011-2012,unknown,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,163
70-74,unknown,2013-2014,unknown,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,73
70-74,unknown,2015-2017,unknown,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11
70-74,unknown,2005-2008,unknown,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,61
70-74,unknown,2009-2010,unknown,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,24
70-74,unknown,2011-2012,unknown,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,40
70-74,unknown,2013-2014,unknown,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,12
70-74,unknown,2005-2008,unknown,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,unknown,2009-2010,unknown,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,unknown,2011-2012,unknown,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,unknown,2009-2010,unknown,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,unknown,2005-2008,unknown,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,38
70-74,unknown,2009-2010,unknown,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,29
70-74,unknown,2011-2012,unknown,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,26
70-74,unknown,2013-2014,unknown,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,20
70-74,unknown,2015-2017,unknown,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,1
70-74,unknown,2005-2008,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,32
70-74,unknown,2009-2010,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,21
70-74,unknown,2011-2012,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,23
70-74,unknown,2013-2014,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,7
70-74,unknown,2015-2017,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,3
70-74,unknown,2005-2008,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,unknown,2009-2010,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,unknown,2011-2012,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,3
70-74,unknown,2013-2014,unknown,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,4
70-74,unknown,2005-2008,unknown,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,8
70-74,unknown,2009-2010,unknown,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,5
70-74,unknown,2011-2012,unknown,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,10
70-74,unknown,2013-2014,unknown,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2005-2008,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,548
70-74,a,2009-2010,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,801
70-74,a,2011-2012,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,913
70-74,a,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,920
70-74,a,2015-2017,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,634
70-74,a,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3425
70-74,a,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4136
70-74,a,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4154
70-74,a,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4689
70-74,a,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3636
70-74,a,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,974
70-74,a,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1204
70-74,a,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1338
70-74,a,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1561
70-74,a,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1151
70-74,a,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,183
70-74,a,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,202
70-74,a,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,241
70-74,a,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,291
70-74,a,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,242
70-74,a,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,7
70-74,a,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,7
70-74,a,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11
70-74,a,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,18
70-74,a,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5
70-74,a,2013-2014,0.00 to < 1.00,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,1: Yes,1
70-74,a,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,24
70-74,a,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,19
70-74,a,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,23
70-74,a,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,23
70-74,a,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11
70-74,a,2005-2008,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,108
70-74,a,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,137
70-74,a,2011-2012,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,95
70-74,a,2013-2014,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,114
70-74,a,2015-2017,1.00 to 1.66,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,91
70-74,a,2005-2008,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,40
70-74,a,2009-2010,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,34
70-74,a,2011-2012,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,42
70-74,a,2013-2014,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,46
70-74,a,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,25
70-74,a,2005-2008,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,8
70-74,a,2009-2010,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,14
70-74,a,2011-2012,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,16
70-74,a,2013-2014,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,7
70-74,a,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11
70-74,a,2005-2008,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1
70-74,a,2009-2010,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3
70-74,a,2015-2017,>=4.00,1: Positive,0: Negative,0: Negative,0: No,0: No,0: No,0: No,1
70-74,a,2009-2010,1.00 to 1.66,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2015-2017,1.67 to 2.49,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2015-2017,2.50 to 3.99,1: Positive,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2005-2008,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,5
70-74,a,2009-2010,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,10
70-74,a,2011-2012,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,8
70-74,a,2013-2014,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,4
70-74,a,2015-2017,0.00 to < 1.00,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,3
70-74,a,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,27
70-74,a,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,53
70-74,a,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,46
70-74,a,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,41
70-74,a,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,31
70-74,a,2005-2008,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,12
70-74,a,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,16
70-74,a,2011-2012,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,16
70-74,a,2013-2014,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,15
70-74,a,2015-2017,1.67 to 2.49,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,17
70-74,a,2005-2008,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,1
70-74,a,2009-2010,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,3
70-74,a,2011-2012,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,5
70-74,a,2013-2014,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,2
70-74,a,2015-2017,2.50 to 3.99,1: Positive,0: Negative,1: Positive,0: No,0: No,0: No,0: No,2
70-74,a,2005-2008,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2009-2010,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2013-2014,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2009-2010,1.67 to 2.49,1: Positive,0: Negative,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2011-2012,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2015-2017,1.00 to 1.66,1: Positive,0: Negative,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,5
70-74,a,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,8
70-74,a,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,6
70-74,a,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,4
70-74,a,2015-2017,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,3
70-74,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,12
70-74,a,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,32
70-74,a,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,24
70-74,a,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,37
70-74,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,19
70-74,a,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,12
70-74,a,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,7
70-74,a,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,8
70-74,a,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,13
70-74,a,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,6
70-74,a,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,1
70-74,a,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,5
70-74,a,2011-2012,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,5
70-74,a,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,3
70-74,a,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,3
70-74,a,2005-2008,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,1
70-74,a,2011-2012,>=4.00,1: Positive,1: Positive,1: Positive,0: No,0: No,0: No,0: No,1
70-74,a,2005-2008,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,3
70-74,a,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,12
70-74,a,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,13
70-74,a,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,11
70-74,a,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,22
70-74,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,7
70-74,a,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,4
70-74,a,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,6
70-74,a,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,11
70-74,a,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,2
70-74,a,2015-2017,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,0: No,1
70-74,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,2
70-74,a,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,a,2013-2014,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,a,2009-2010,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,0: No,1: Yes,1: Yes,1
70-74,a,2009-2010,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2011-2012,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2013-2014,0.00 to < 1.00,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,4
70-74,a,2005-2008,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
70-74,a,2009-2010,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
70-74,a,2011-2012,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,a,2013-2014,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,3
70-74,a,2015-2017,1.00 to 1.66,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2005-2008,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2009-2010,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2011-2012,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2015-2017,1.67 to 2.49,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,2
70-74,a,2005-2008,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,a,2013-2014,2.50 to 3.99,1: Positive,1: Positive,1: Positive,1: Yes,1: Yes,0: No,0: No,1
70-74,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,10239
70-74,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,13514
70-74,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,13596
70-74,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,15748
70-74,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,11681
70-74,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3341
70-74,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3632
70-74,b,2011-2012,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4344
70-74,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5528
70-74,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4245
70-74,b,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,3542
70-74,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4148
70-74,b,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4715
70-74,b,2013-2014,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,5871
70-74,b,2015-2017,2.50 to 3.99,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,4086
70-74,b,2005-2008,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,338
70-74,b,2009-2010,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,399
70-74,b,2011-2012,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,486
70-74,b,2013-2014,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,611
70-74,b,2015-2017,>=4.00,0: Negative,0: Negative,0: Negative,0: No,0: No,0: No,0: No,468
70-74,b,2005-2008,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,2
70-74,b,2009-2010,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,b,2011-2012,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,b,2013-2014,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,8
70-74,b,2015-2017,1.00 to 1.66,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,6
70-74,b,2005-2008,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2009-2010,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2013-2014,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,5
70-74,b,2015-2017,1.67 to 2.49,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2005-2008,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,3
70-74,b,2009-2010,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,4
70-74,b,2011-2012,2.50 to 3.99,0: Negative,0: Negative,0: Negative,1: Yes,0: No,1: Yes,0: No,1
